都道府県コード,市区町村コード,都道府県名,市区町村名,人口_総数,人口_男,人口_女
11,11301,埼玉県,伊奈町,44841,22539,22302
11,11324,埼玉県,三芳町,38434,18949,19485
11,11326,埼玉県,毛呂山町,35366,17534,17832
11,11327,埼玉県,越生町,11029,5494,5535
11,11341,埼玉県,滑川町,19732,10070,9662
11,11342,埼玉県,嵐山町,17889,8941,8948
11,11343,埼玉県,小川町,28524,14190,14334
11,11346,埼玉県,川島町,19378,9823,9555
11,11347,埼玉県,吉見町,18192,9127,9065
11,11348,埼玉県,鳩山町,13560,6556,7004
11,11349,埼玉県,ときがわ町,10540,5333,5207
11,11361,埼玉県,横瀬町,7979,3966,4013
11,11362,埼玉県,皆野町,9302,4583,4719
11,11363,埼玉県,長瀞町,6807,3321,3486
11,11365,埼玉県,小鹿野町,10928,5382,5546
11,11369,埼玉県,東秩父村,2709,1352,1357
11,11381,埼玉県,美里町,11039,5540,5499
11,11383,埼玉県,神川町,13359,6755,6604
11,11385,埼玉県,上里町,30343,15012,15331
11,11408,埼玉県,寄居町,32374,16053,16321
11,11442,埼玉県,宮代町,34147,17182,16965
11,11464,埼玉県,杉戸町,43845,21927,21918
11,11465,埼玉県,松伏町,28266,14208,14058
12,12000,千葉県,千葉県,6284480,3117987,3166493
12,12100,千葉県,千葉市,974951,481246,493705
12,12101,千葉県,千葉市中央区,211736,105766,105970
12,12102,千葉県,千葉市花見川区,177328,87280,90048
12,12103,千葉県,千葉市稲毛区,160582,80345,80237
12,12104,千葉県,千葉市若葉区,146940,73000,73940
12,12105,千葉県,千葉市緑区,129421,63121,66300
12,12106,千葉県,千葉市美浜区,148944,71734,77210
12,12202,千葉県,銚子市,58431,28248,30183
12,12203,千葉県,市川市,496676,251351,245325
12,12204,千葉県,船橋市,642907,318860,324047
12,12205,千葉県,館山市,45153,21846,23307
12,12206,千葉県,木更津市,136166,68450,67716
12,12207,千葉県,松戸市,498232,247210,251022
12,12208,千葉県,野田市,152638,76195,76443
12,12210,千葉県,茂原市,86782,42643,44139
12,12211,千葉県,成田市,132906,66231,66675
12,12212,千葉県,佐倉市,168743,82421,86322
12,12213,千葉県,東金市,58219,29251,28968
12,12215,千葉県,旭市,63745,31379,32366
12,12216,千葉県,習志野市,176197,87882,88315
12,12217,千葉県,柏市,426468,210824,215644
12,12218,千葉県,勝浦市,16927,8704,8223
12,12219,千葉県,市原市,269524,138438,131086
12,12220,千葉県,流山市,199849,98431,101418
12,12221,千葉県,八千代市,199498,97920,101578
12,12222,千葉県,我孫子市,130510,63546,66964
12,12223,千葉県,鴨川市,32116,15224,16892
12,12224,千葉県,鎌ケ谷市,109932,53592,56340
12,12225,千葉県,君津市,82206,41928,40278
12,12226,千葉県,富津市,42465,21529,20936
12,12227,千葉県,浦安市,171362,83506,87856
12,12228,千葉県,四街道市,93576,46347,47229
12,12229,千葉県,袖ケ浦市,63883,32214,31669
12,12230,千葉県,八街市,67455,34113,33342
12,12231,千葉県,印西市,102609,50574,52035
12,12232,千葉県,白井市,62441,30916,31525
12,12233,千葉県,富里市,49735,25303,24432
12,12234,千葉県,南房総市,35831,17011,18820
12,12235,千葉県,匝瑳市,35040,17251,17789
12,12236,千葉県,香取市,72356,35626,36730
12,12237,千葉県,山武市,48444,24200,24244
12,12238,千葉県,いすみ市,35544,17362,18182
12,12239,千葉県,大網白里市,48129,23549,24580
12,12322,千葉県,酒々井町,20745,10155,10590
12,12329,千葉県,栄町,20127,9869,10258
12,12342,千葉県,神崎町,5816,2938,2878
12,12347,千葉県,多古町,13735,6941,6794
12,12349,千葉県,東庄町,13228,6575,6653
12,12403,千葉県,九十九里町,14639,7203,7436
12,12409,千葉県,芝山町,7033,3474,3559
12,12410,千葉県,横芝光町,22075,10767,11308
12,12421,千葉県,一宮町,11897,5824,6073
12,12422,千葉県,睦沢町,6760,3259,3501
12,12423,千葉県,長生村,13803,6801,7002
12,12424,千葉県,白子町,10305,5115,5190
12,12426,千葉県,長柄町,6721,3295,3426
12,12427,千葉県,長南町,7198,3527,3671
12,12441,千葉県,大多喜町,8885,4307,4578
12,12443,千葉県,御宿町,6874,3260,3614
12,12463,千葉県,鋸南町,6993,3356,3637
13,13000,東京都,東京都,14047594,6898388,7149206
13,13100,東京都,特別区部,9733276,4774402,4958874
13,13101,東京都,千代田区,66680,33637,33043
13,13102,東京都,中央区,169179,80931,88248
13,13103,東京都,港区,260486,123410,137076
13,13104,東京都,新宿区,349385,174822,174563
13,13105,東京都,文京区,240069,115483,124586
13,13106,東京都,台東区,211444,108586,102858
13,13107,東京都,墨田区,272085,134787,137298
13,13108,東京都,江東区,524310,258015,266295
13,13109,東京都,品川区,422488,208688,213800
13,13110,東京都,目黒区,288088,135820,152268
13,13111,東京都,大田区,748081,372464,375617
13,13112,東京都,世田谷区,943664,445592,498072
13,13113,東京都,渋谷区,243883,117907,125976
13,13114,東京都,中野区,344880,172525,172355
13,13115,東京都,杉並区,591108,284301,306807
13,13116,東京都,豊島区,301599,151020,150579
13,13117,東京都,北区,355213,176289,178924
13,13118,東京都,荒川区,217475,107683,109792
13,13119,東京都,板橋区,584483,286179,298304
13,13120,東京都,練馬区,752608,361770,390838
13,13121,東京都,足立区,695043,347408,347635
13,13122,東京都,葛飾区,453093,225758,227335
13,13123,東京都,江戸川区,697932,351327,346605
13,13201,東京都,八王子市,579355,291307,288048
13,13202,東京都,立川市,183581,91191,92390
13,13203,東京都,武蔵野市,150149,71868,78281
13,13204,東京都,三鷹市,195391,94489,100902
13,13205,東京都,青梅市,133535,66654,66881
13,13206,東京都,府中市,262790,131468,131322
13,13207,東京都,昭島市,113949,56639,57310
13,13208,東京都,調布市,242614,117044,125570
13,13209,東京都,町田市,431079,210533,220546
13,13210,東京都,小金井市,126074,61759,64315
13,13211,東京都,小平市,198739,97507,101232
13,13212,東京都,日野市,190435,94918,95517
13,13213,東京都,東村山市,151815,73827,77988
13,13214,東京都,国分寺市,129242,62985,66257
13,13215,東京都,国立市,77130,37515,39615
13,13218,東京都,福生市,56414,28023,28391
13,13219,東京都,狛江市,84772,41043,43729
13,13220,東京都,東大和市,83901,41034,42867
13,13221,東京都,清瀬市,76208,36550,39658
13,13222,東京都,東久留米市,115271,55647,59624
13,13223,東京都,武蔵村山市,70829,35260,35569
13,13224,東京都,多摩市,146951,71611,75340
13,13225,東京都,稲城市,93151,46879,46272
13,13227,東京都,羽村市,54326,27471,26855
13,13228,東京都,あきる野市,79292,39230,40062
13,13229,東京都,西東京市,207388,100992,106396
13,13303,東京都,瑞穂町,31765,15992,15773
13,13305,東京都,日の出町,16958,8267,8691
13,13307,東京都,檜原村,2003,983,1020
13,13308,東京都,奥多摩町,4750,2389,2361
13,13361,東京都,大島町,7102,3667,3435
13,13362,東京都,利島村,327,197,130
13,13363,東京都,新島村,2441,1204,1237
13,13364,東京都,神津島村,1855,952,903
13,13381,東京都,三宅村,2273,1269,1004
13,13382,東京都,御蔵島村,323,181,142
13,13401,東京都,八丈町,7042,3534,3508
13,13402,東京都,青ヶ島村,169,102,67
13,13421,東京都,小笠原村,2929,1805,1124
14,14000,神奈川県,神奈川県,9237337,4588268,4649069
14,14100,神奈川県,横浜市,3777491,1867305,1910186
14,14101,神奈川県,横浜市鶴見区,297437,153438,143999
14,14102,神奈川県,横浜市神奈川区,247267,126011,121256
14,14103,神奈川県,横浜市西区,104935,53091,51844
14,14104,神奈川県,横浜市中区,151388,77135,74253
14,14105,神奈川県,横浜市南区,198157,98939,99218
14,14106,神奈川県,横浜市保土ケ谷区,207811,101940,105871
14,14107,神奈川県,横浜市磯子区,166731,82061,84670
14,14108,神奈川県,横浜市金沢区,198939,97016,101923
14,14109,神奈川県,横浜市港北区,358530,179150,179380
14,14110,神奈川県,横浜市戸塚区,283709,138309,145400
14,14111,神奈川県,横浜市港南区,215248,105015,110233
14,14112,神奈川県,横浜市旭区,245174,118260,126914
14,14113,神奈川県,横浜市緑区,183082,90168,92914
14,14114,神奈川県,横浜市瀬谷区,122623,59355,63268
14,14115,神奈川県,横浜市栄区,120194,58513,61681
14,14116,神奈川県,横浜市泉区,152378,73934,78444
14,14117,神奈川県,横浜市青葉区,310756,150351,160405
14,14118,神奈川県,横浜市都筑区,213132,104619,108513
14,14130,神奈川県,川崎市,1538262,775772,762490
14,14131,神奈川県,川崎市川崎区,232965,125091,107874
14,14132,神奈川県,川崎市幸区,171119,86705,84414
14,14133,神奈川県,川崎市中原区,263683,133883,129800
14,14134,神奈川県,川崎市高津区,234328,116338,117990
14,14135,神奈川県,川崎市多摩区,221734,112978,108756
14,14136,神奈川県,川崎市宮前区,233728,113386,120342
14,14137,神奈川県,川崎市麻生区,180705,87391,93314
14,14150,神奈川県,相模原市,725493,362193,363300
14,14151,神奈川県,相模原市緑区,170207,85615,84592
14,14152,神奈川県,相模原市中央区,273875,137167,136708
14,14153,神奈川県,相模原市南区,281411,139411,142000
14,14201,神奈川県,横須賀市,388078,193513,194565
14,14203,神奈川県,平塚市,258422,129056,129366
14,14204,神奈川県,鎌倉市,172710,81097,91613
14,14205,神奈川県,藤沢市,436905,215596,221309
14,14206,神奈川県,小田原市,188856,91321,97535
14,14207,神奈川県,茅ヶ崎市,242389,117608,124781
14,14208,神奈川県,逗子市,57060,26719,30341
14,14210,神奈川県,三浦市,42069,20142,21927
14,14211,神奈川県,秦野市,162439,82134,80305
14,14212,神奈川県,厚木市,223705,115343,108362
14,14213,神奈川県,大和市,239169,119582,119587
14,14214,神奈川県,伊勢原市,101780,51486,50294
14,14215,神奈川県,海老名市,136516,68631,67885
14,14216,神奈川県,座間市,132325,66001,66324
14,14217,神奈川県,南足柄市,40841,20000,20841
14,14218,神奈川県,綾瀬市,83913,42581,41332
14,14301,神奈川県,葉山町,31665,14914,16751
14,14321,神奈川県,寒川町,48348,24466,23882
14,14341,神奈川県,大磯町,31634,15411,16223
14,14342,神奈川県,二宮町,27564,13285,14279
14,14361,神奈川県,中井町,9300,4664,4636
14,14362,神奈川県,大井町,17129,8437,8692
14,14363,神奈川県,松田町,10836,5404,5432
14,14364,神奈川県,山北町,9761,4826,4935
14,14366,神奈川県,開成町,18329,8911,9418
14,14382,神奈川県,箱根町,11293,5423,5870
14,14383,神奈川県,真鶴町,6722,3124,3598
14,14384,神奈川県,湯河原町,23426,10884,12542
14,14401,神奈川県,愛川町,39869,20883,18986
14,14402,神奈川県,清川村,3038,1556,1482
15,15000,新潟県,新潟県,2201272,1068670,1132602
15,15100,新潟県,新潟市,789275,379741,409534
15,15101,新潟県,新潟市北区,72804,35490,37314
15,15102,新潟県,新潟市東区,134446,64388,70058
15,15103,新潟県,新潟市中央区,180345,86046,94299
15,15104,新潟県,新潟市江南区,67972,32940,35032
15,15105,新潟県,新潟市秋葉区,75069,36016,39053
15,15106,新潟県,新潟市南区,43437,20977,22460
15,15107,新潟県,新潟市西区,160656,77653,83003
15,15108,新潟県,新潟市西蒲区,54546,26231,28315
15,15202,新潟県,長岡市,266936,131011,135925
15,15204,新潟県,三条市,94642,45815,48827
15,15205,新潟県,柏崎市,81526,40556,40970
15,15206,新潟県,新発田市,94927,45963,48964
15,15208,新潟県,小千谷市,34096,16830,17266
15,15209,新潟県,加茂市,25441,12406,13035
15,15210,新潟県,十日町市,49820,24339,25481
15,15211,新潟県,見附市,39237,19050,20187
15,15212,新潟県,村上市,57418,27474,29944
15,15213,新潟県,燕市,77201,37629,39572
15,15216,新潟県,糸魚川市,40765,20068,20697
15,15217,新潟県,妙高市,30383,14740,15643
15,15218,新潟県,五泉市,47625,22890,24735
15,15222,新潟県,上越市,188047,91929,96118
15,15223,新潟県,阿賀野市,40696,19570,21126
15,15224,新潟県,佐渡市,51492,24881,26611
15,15225,新潟県,魚沼市,34483,16802,17681
15,15226,新潟県,南魚沼市,54851,26777,28074
15,15227,新潟県,胎内市,28509,13959,14550
15,15307,新潟県,聖籠町,14259,7172,7087
15,15342,新潟県,弥彦村,7705,3733,3972
15,15361,新潟県,田上町,11227,5395,5832
15,15385,新潟県,阿賀町,9965,4825,5140
15,15405,新潟県,出雲崎町,4113,1978,2135
15,15461,新潟県,湯沢町,7767,3946,3821
15,15482,新潟県,津南町,8989,4322,4667
15,15504,新潟県,刈羽村,4380,2244,2136
15,15581,新潟県,関川村,5144,2444,2700
15,15586,新潟県,粟島浦村,353,181,172
16,16000,富山県,富山県,1034814,502637,532177
16,16201,富山県,富山市,413938,202281,211657
16,16202,富山県,高岡市,166393,80482,85911
16,16204,富山県,魚津市,40535,19729,20806
16,16205,富山県,氷見市,43950,20883,23067
16,16206,富山県,滑川市,32349,15750,16599
16,16207,富山県,黒部市,39638,19514,20124
16,16208,富山県,砺波市,48154,23419,24735
16,16209,富山県,小矢部市,28983,13991,14992
16,16210,富山県,南砺市,47937,22940,24997
16,16211,富山県,射水市,90742,44253,46489
16,16321,富山県,舟橋村,3132,1521,1611
16,16322,富山県,上市町,19351,9255,10096
16,16323,富山県,立山町,24792,12002,12790
16,16342,富山県,入善町,23839,11385,12454
16,16343,富山県,朝日町,11081,5232,5849
17,17000,石川県,石川県,1132526,549771,582755
17,17201,石川県,金沢市,463254,224549,238705
17,17202,石川県,七尾市,50300,23970,26330
17,17203,石川県,小松市,106216,52182,54034
17,17204,石川県,輪島市,24608,11714,12894
17,17205,石川県,珠洲市,12929,5933,6996
17,17206,石川県,加賀市,63220,29939,33281
17,17207,石川県,羽咋市,20407,9669,10738
17,17209,石川県,かほく市,34889,16875,18014
17,17210,石川県,白山市,110408,53670,56738
17,17211,石川県,能美市,48523,24129,24394
17,17212,石川県,野々市市,57238,29550,27688
17,17324,石川県,川北町,6135,3030,3105
17,17361,石川県,津幡町,36957,18044,18913
17,17365,石川県,内灘町,26574,12774,13800
17,17384,石川県,志賀町,18630,8878,9752
17,17386,石川県,宝達志水町,12121,5718,6403
17,17407,石川県,中能登町,16540,7977,8563
17,17461,石川県,穴水町,7890,3793,4097
17,17463,石川県,能登町,15687,7377,8310
18,18000,福井県,福井県,766863,373973,392890
18,18201,福井県,福井市,262328,127867,134461
18,18202,福井県,敦賀市,64264,31785,32479
18,18204,福井県,小浜市,28991,14317,14674
18,18205,福井県,大野市,31286,14997,16289
18,18206,福井県,勝山市,22150,10581,11569
18,18207,福井県,鯖江市,68302,33323,34979
18,18208,福井県,あわら市,27524,13067,14457
18,18209,福井県,越前市,80611,39657,40954
18,18210,福井県,坂井市,88481,42719,45762
18,18322,福井県,永平寺町,18965,9231,9734
18,18382,福井県,池田町,2423,1196,1227
18,18404,福井県,南越前町,10002,4804,5198
18,18423,福井県,越前町,20118,9725,10393
18,18442,福井県,美浜町,9179,4610,4569
18,18481,福井県,高浜町,10326,5424,4902
18,18483,福井県,おおい町,7910,3968,3942
18,18501,福井県,若狭町,14003,6702,7301
19,19000,山梨県,山梨県,809974,397309,412665
19,19201,山梨県,甲府市,189591,92850,96741
19,19202,山梨県,富士吉田市,46530,22645,23885
19,19204,山梨県,都留市,31016,14949,16067
19,19205,山梨県,山梨市,33435,16081,17354
19,19206,山梨県,大月市,22512,10924,11588
19,19207,山梨県,韮崎市,29067,14500,14567
19,19208,山梨県,南アルプス市,69459,34164,35295
19,19209,山梨県,北杜市,44053,21492,22561
19,19210,山梨県,甲斐市,75313,37238,38075
19,19211,山梨県,笛吹市,66947,32447,34500
19,19212,山梨県,上野原市,22669,11331,11338
19,19213,山梨県,甲州市,29237,14068,15169
19,19214,山梨県,中央市,31216,15509,15707
19,19346,山梨県,市川三郷町,14700,7164,7536
19,19364,山梨県,早川町,1098,627,471
19,19365,山梨県,身延町,10663,5226,5437
19,19366,山梨県,南部町,7156,3496,3660
19,19368,山梨県,富士川町,14219,6848,7371
19,19384,山梨県,昭和町,20909,10451,10458
19,19422,山梨県,道志村,1607,811,796
19,19423,山梨県,西桂町,4041,1947,2094
19,19424,山梨県,忍野村,9237,5137,4100
19,19425,山梨県,山中湖村,5179,2559,2620
19,19429,山梨県,鳴沢村,2824,1390,1434
19,19430,山梨県,富士河口湖町,26082,12839,13243
19,19442,山梨県,小菅村,684,344,340
19,19443,山梨県,丹波山村,530,272,258
20,20000,長野県,長野県,2048011,1000389,1047622
20,20201,長野県,長野市,372760,181284,191476
20,20202,長野県,松本市,241145,118271,122874
20,20203,長野県,上田市,154055,75365,78690
20,20204,長野県,岡谷市,47790,23213,24577
20,20205,長野県,飯田市,98164,47280,50884
20,20206,長野県,諏訪市,48729,23809,24920
20,20207,長野県,須坂市,49559,24324,25235
20,20208,長野県,小諸市,40991,19972,21019
20,20209,長野県,伊那市,66125,32437,33688
20,20210,長野県,駒ヶ根市,32202,15729,16473
20,20211,長野県,中野市,42338,20552,21786
20,20212,長野県,大町市,26029,12594,13435
20,20213,長野県,飯山市,19539,9498,10041
20,20214,長野県,茅野市,56400,28241,28159
20,20215,長野県,塩尻市,67241,33620,33621
20,20217,長野県,佐久市,98199,48035,50164
20,20218,長野県,千曲市,58852,28404,30448
20,20219,長野県,東御市,30122,14776,15346
20,20220,長野県,安曇野市,94222,45398,48824
20,20303,長野県,小海町,4353,2140,2213
20,20304,長野県,川上村,4344,2591,1753
20,20305,長野県,南牧村,3242,1807,1435
20,20306,長野県,南相木村,962,473,489
20,20307,長野県,北相木村,752,378,374
20,20309,長野県,佐久穂町,10218,4966,5252
20,20321,長野県,軽井沢町,19188,9178,10010
20,20323,長野県,御代田町,15555,7703,7852
20,20324,長野県,立科町,6612,3328,3284
20,20349,長野県,青木村,4121,1976,2145
20,20350,長野県,長和町,5600,2774,2826
20,20361,長野県,下諏訪町,19155,9238,9917
20,20362,長野県,富士見町,14084,6839,7245
20,20363,長野県,原村,7680,3771,3909
20,20382,長野県,辰野町,18555,9016,9539
20,20383,長野県,箕輪町,24989,12511,12478
20,20384,長野県,飯島町,9004,4392,4612
20,20385,長野県,南箕輪村,15797,7851,7946
20,20386,長野県,中川村,4651,2189,2462
20,20388,長野県,宮田村,8569,4162,4407
20,20402,長野県,松川町,12530,6069,6461
20,20403,長野県,高森町,12811,6153,6658
20,20404,長野県,阿南町,4299,2071,2228
20,20407,長野県,阿智村,6068,2894,3174
20,20409,長野県,平谷村,387,192,195
20,20410,長野県,根羽村,852,411,441
20,20411,長野県,下條村,3545,1709,1836
20,20412,長野県,売木村,548,252,296
20,20413,長野県,天龍村,1178,558,620
20,20414,長野県,泰阜村,1542,726,816
20,20415,長野県,喬木村,5973,2908,3065
20,20416,長野県,豊丘村,6426,3185,3241
20,20417,長野県,大鹿村,1023,539,484
20,20422,長野県,上松町,4131,2044,2087
20,20423,長野県,南木曽町,3915,1896,2019
20,20425,長野県,木祖村,2692,1235,1457
20,20429,長野県,王滝村,715,340,375
20,20430,長野県,大桑村,3439,1682,1757
20,20432,長野県,木曽町,10584,5155,5429
20,20446,長野県,麻績村,2593,1219,1374
20,20448,長野県,生坂村,1639,818,821
20,20450,長野県,山形村,8400,4103,4297
20,20451,長野県,朝日村,4279,2110,2169
20,20452,長野県,筑北村,4149,2046,2103
20,20481,長野県,池田町,9382,4552,4830
20,20482,長野県,松川村,9599,4605,4994
20,20485,長野県,白馬村,8575,4257,4318
20,20486,長野県,小谷村,2647,1367,1280
20,20521,長野県,坂城町,14004,6909,7095
20,20541,長野県,小布施町,10660,5122,5538
20,20543,長野県,高山村,6617,3242,3375
20,20561,長野県,山ノ内町,11352,5519,5833
20,20562,長野県,木島平村,4375,2114,2261
20,20563,長野県,野沢温泉村,3279,1571,1708
20,20583,長野県,信濃町,7739,3812,3927
20,20588,長野県,小川村,2215,1100,1115
20,20590,長野県,飯綱町,10296,5019,5277
20,20602,長野県,栄村,1660,800,860
21,21000,岐阜県,岐阜県,1978742,960436,1018306
21,21201,岐阜県,岐阜市,402557,191679,210878
21,21202,岐阜県,大垣市,158286,76994,81292
21,21203,岐阜県,高山市,84419,40483,43936
21,21204,岐阜県,多治見市,106732,51437,55295
21,21205,岐阜県,関市,85283,41657,43626
21,21206,岐阜県,中津川市,76570,37414,39156
21,21207,岐阜県,美濃市,19247,9289,9958
21,21208,岐阜県,瑞浪市,37150,18156,18994
21,21209,岐阜県,羽島市,65649,32303,33346
21,21210,岐阜県,恵那市,47774,23138,24636
21,21211,岐阜県,美濃加茂市,56689,28141,28548
21,21212,岐阜県,土岐市,55348,26803,28545
21,21213,岐阜県,各務原市,144521,71220,73301
21,21214,岐阜県,可児市,99968,49202,50766
21,21215,岐阜県,山県市,25280,12184,13096
21,21216,岐阜県,瑞穂市,56388,28105,28283
21,21217,岐阜県,飛騨市,22538,10860,11678
21,21218,岐阜県,本巣市,32928,15936,16992
21,21219,岐阜県,郡上市,38997,19051,19946
21,21220,岐阜県,下呂市,30428,14471,15957
21,21221,岐阜県,海津市,32735,16045,16690
21,21302,岐阜県,岐南町,25881,12664,13217
21,21303,岐阜県,笠松町,22208,10513,11695
21,21341,岐阜県,養老町,26882,13116,13766
21,21361,岐阜県,垂井町,26402,12985,13417
21,21362,岐阜県,関ケ原町,6610,3202,3408
21,21381,岐阜県,神戸町,18585,9099,9486
21,21382,岐阜県,輪之内町,9654,4807,4847
21,21383,岐阜県,安八町,14355,7036,7319
21,21401,岐阜県,揖斐川町,19529,9366,10163
21,21403,岐阜県,大野町,22041,10778,11263
21,21404,岐阜県,池田町,23360,11425,11935
21,21421,岐阜県,北方町,18139,8652,9487
21,21501,岐阜県,坂祝町,8071,4168,3903
21,21502,岐阜県,富加町,5626,2705,2921
21,21503,岐阜県,川辺町,9860,4865,4995
21,21504,岐阜県,七宗町,3402,1608,1794
21,21505,岐阜県,八百津町,10195,4905,5290
21,21506,岐阜県,白川町,7412,3485,3927
21,21507,岐阜県,東白川村,2016,964,1052
21,21521,岐阜県,御嵩町,17516,8770,8746
21,21604,岐阜県,白川村,1511,755,756
22,22000,静岡県,静岡県,3633202,1791118,1842084
22,22100,静岡県,静岡市,693389,337812,355577
22,22101,静岡県,静岡市葵区,249297,119984,129313
22,22102,静岡県,静岡市駿河区,213026,105146,107880
22,22103,静岡県,静岡市清水区,231066,112682,118384
22,22130,静岡県,浜松市,790718,392900,397818
22,22131,静岡県,浜松市中区,235240,117377,117863
22,22132,静岡県,浜松市東区,129356,64357,64999
22,22133,静岡県,浜松市西区,108160,53482,54678
22,22134,静岡県,浜松市南区,99769,50016,49753
22,22135,静岡県,浜松市北区,92688,45656,47032
22,22136,静岡県,浜松市浜北区,98779,49066,49713
22,22137,静岡県,浜松市天竜区,26726,12946,13780
22,22203,静岡県,沼津市,189386,93046,96340
22,22205,静岡県,熱海市,34208,15438,18770
22,22206,静岡県,三島市,107783,52421,55362
22,22207,静岡県,富士宮市,128105,63364,64741
22,22208,静岡県,伊東市,65491,30668,34823
22,22209,静岡県,島田市,95719,46725,48994
22,22210,静岡県,富士市,245392,120694,124698
22,22211,静岡県,磐田市,166672,83980,82692
22,22212,静岡県,焼津市,136845,66952,69893
22,22213,静岡県,掛川市,114954,57655,57299
22,22214,静岡県,藤枝市,141342,68793,72549
22,22215,静岡県,御殿場市,86614,44454,42160
22,22216,静岡県,袋井市,87864,44534,43330
22,22219,静岡県,下田市,20183,9675,10508
22,22220,静岡県,裾野市,50911,25773,25138
22,22221,静岡県,湖西市,57885,29625,28260
22,22222,静岡県,伊豆市,28190,13342,14848
22,22223,静岡県,御前崎市,31103,15803,15300
22,22224,静岡県,菊川市,47789,24173,23616
22,22225,静岡県,伊豆の国市,46804,22459,24345
22,22226,静岡県,牧之原市,43502,21414,22088
22,22301,静岡県,東伊豆町,11488,5440,6048
22,22302,静岡県,河津町,6870,3317,3553
22,22304,静岡県,南伊豆町,7877,3722,4155
22,22305,静岡県,松崎町,6038,2837,3201
22,22306,静岡県,西伊豆町,7090,3352,3738
22,22325,静岡県,函南町,36794,17916,18878
22,22341,静岡県,清水町,31710,15388,16322
22,22342,静岡県,長泉町,43336,21434,21902
22,22344,静岡県,小山町,18568,9845,8723
22,22424,静岡県,吉田町,28919,14413,14506
22,22429,静岡県,川根本町,6206,3055,3151
22,22461,静岡県,森町,17457,8699,8758
23,23000,愛知県,愛知県,7542415,3761502,3780913
23,23100,愛知県,名古屋市,2332176,1146669,1185507
23,23101,愛知県,名古屋市千種区,165245,80239,85006
23,23102,愛知県,名古屋市東区,84392,40483,43909
23,23103,愛知県,名古屋市北区,162956,79185,83771
23,23104,愛知県,名古屋市西区,151082,74787,76295
23,23105,愛知県,名古屋市中村区,138599,70094,68505
23,23106,愛知県,名古屋市中区,93100,46086,47014
23,23107,愛知県,名古屋市昭和区,107599,52961,54638
23,23108,愛知県,名古屋市瑞穂区,108332,51984,56348
23,23109,愛知県,名古屋市熱田区,66957,33400,33557
23,23110,愛知県,名古屋市中川区,220728,108929,111799
23,23111,愛知県,名古屋市港区,143715,72197,71518
23,23112,愛知県,名古屋市南区,134510,68355,66155
23,23113,愛知県,名古屋市守山区,176587,86087,90500
23,23114,愛知県,名古屋市緑区,248802,121993,126809
23,23115,愛知県,名古屋市名東区,164755,78867,85888
23,23116,愛知県,名古屋市天白区,164817,81022,83795
23,23201,愛知県,豊橋市,371920,186160,185760
23,23202,愛知県,岡崎市,384654,193719,190935
23,23203,愛知県,一宮市,380073,184934,195139
23,23204,愛知県,瀬戸市,127792,62586,65206
23,23205,愛知県,半田市,117884,59364,58520
23,23206,愛知県,春日井市,308681,152320,156361
23,23207,愛知県,豊川市,184661,91964,92697
23,23208,愛知県,津島市,60942,29664,31278
23,23209,愛知県,碧南市,72458,37286,35172
23,23210,愛知県,刈谷市,153834,80203,73631
23,23211,愛知県,豊田市,422330,220716,201614
23,23212,愛知県,安城市,187990,96093,91897
23,23213,愛知県,西尾市,169046,85594,83452
23,23214,愛知県,蒲郡市,79538,39336,40202
23,23215,愛知県,犬山市,73090,36240,36850
23,23216,愛知県,常滑市,58710,28575,30135
23,23217,愛知県,江南市,98255,47920,50335
23,23219,愛知県,小牧市,148831,75290,73541
23,23220,愛知県,稲沢市,134751,66415,68336
23,23221,愛知県,新城市,44355,22002,22353
23,23222,愛知県,東海市,113787,59158,54629
23,23223,愛知県,大府市,93123,47374,45749
23,23224,愛知県,知多市,84364,42346,42018
23,23225,愛知県,知立市,72193,38127,34066
23,23226,愛知県,尾張旭市,83144,40453,42691
23,23227,愛知県,高浜市,46106,23790,22316
23,23228,愛知県,岩倉市,47983,23866,24117
23,23229,愛知県,豊明市,69295,35061,34234
23,23230,愛知県,日進市,91520,45149,46371
23,23231,愛知県,田原市,59360,30138,29222
23,23232,愛知県,愛西市,60829,29536,31293
23,23233,愛知県,清須市,67352,33520,33832
23,23234,愛知県,北名古屋市,86385,43041,43344
23,23235,愛知県,弥富市,43025,21465,21560
23,23236,愛知県,みよし市,61952,32105,29847
23,23237,愛知県,あま市,86126,42561,43565
23,23238,愛知県,長久手市,60162,29144,31018
23,23302,愛知県,東郷町,43903,21931,21972
23,23342,愛知県,豊山町,15613,7937,7676
23,23361,愛知県,大口町,24305,12261,12044
23,23362,愛知県,扶桑町,34133,16839,17294
23,23424,愛知県,大治町,32399,16304,16095
23,23425,愛知県,蟹江町,37338,18428,18910
23,23427,愛知県,飛島村,4575,2251,2324
23,23441,愛知県,阿久比町,28383,13965,14418
23,23442,愛知県,東浦町,49596,24726,24870
23,23445,愛知県,南知多町,16617,8079,8538
23,23446,愛知県,美浜町,22496,11213,11283
23,23447,愛知県,武豊町,43535,22116,21419
23,23501,愛知県,幸田町,42449,21504,20945
23,23561,愛知県,設楽町,4437,2165,2272
23,23562,愛知県,東栄町,2942,1417,1525
23,23563,愛知県,豊根村,1017,482,535
24,24000,三重県,三重県,1770254,864475,905779
24,24201,三重県,津市,274537,133537,141000
24,24202,三重県,四日市市,305424,152669,152755
24,24203,三重県,伊勢市,122765,58161,64604
24,24204,三重県,松阪市,159145,76360,82785
